Time, ValueCH1, ValueCH2, ValueCH3,  ValueCH4,  PSUstat
2024-09-07 02:06:23, 0, 0, 40.195 ,29.1,40.514,OFF
2024-09-07 02:06:37, 0, 0, 40.192 ,29.099,40.513,OFF
2024-09-07 02:06:50, 0, 0, 40.189 ,29.097,40.512,OFF
2024-09-07 02:07:04, 0, 0, 40.186 ,29.098,40.512,OFF
2024-09-07 02:07:17, 0, 0, 40.184 ,29.097,40.511,OFF
2024-09-07 02:07:31, 0, 0, 40.181 ,29.097,40.51,OFF
2024-09-07 02:07:44, 0, 0, 40.178 ,29.096,40.509,OFF
2024-09-07 02:07:58, 0, 0, 40.175 ,29.095,40.509,OFF
2024-09-07 02:08:11, 0, 0, 40.172 ,29.099,40.508,OFF
2024-09-07 02:08:25, 0, 0, 40.169 ,29.101,40.507,OFF
2024-09-07 02:08:38, 0, 0, 40.167 ,29.099,40.506,OFF
2024-09-07 02:08:51, 0, 0, 40.164 ,29.099,40.505,OFF
2024-09-07 02:09:05, 0, 0, 40.161 ,29.093,40.504,OFF
2024-09-07 02:09:18, 0, 0, 40.158 ,29.088,40.503,OFF
2024-09-07 02:09:32, 0, 0, 40.155 ,29.099,40.502,OFF
2024-09-07 02:09:45, 0, 0, 40.153 ,29.096,40.501,OFF
2024-09-07 02:09:59, 0, 0, 40.15 ,29.095,40.5,OFF
2024-09-07 02:10:12, 0, 0, 40.147 ,29.1,40.499,OFF
2024-09-07 02:10:26, 0, 0, 40.144 ,29.101,40.498,OFF
2024-09-07 02:10:39, 0, 0, 40.142 ,29.099,40.497,OFF
2024-09-07 02:10:53, 0, 0, 40.139 ,29.1,40.497,OFF
2024-09-07 02:11:06, 0, 0, 40.136 ,29.102,40.496,OFF
2024-09-07 02:11:20, 0, 0, 40.134 ,29.103,40.495,OFF
2024-09-07 02:11:33, 0, 0, 40.131 ,29.101,40.493,OFF
2024-09-07 02:11:47, 0, 0, 40.128 ,29.097,40.492,OFF
2024-09-07 02:12:00, 0, 0, 40.125 ,29.097,40.491,OFF
2024-09-07 02:12:14, 0, 0, 40.123 ,29.101,40.49,OFF
2024-09-07 02:12:27, 0, 0, 40.12 ,29.101,40.489,OFF
2024-09-07 02:12:40, 0, 0, 40.117 ,29.097,40.488,OFF
2024-09-07 02:12:54, 0, 0, 40.115 ,29.102,40.487,OFF
2024-09-07 02:13:07, 0, 0, 40.112 ,29.1,40.486,OFF
2024-09-07 02:13:21, 0, 0, 40.11 ,29.1,40.485,OFF
2024-09-07 02:13:34, 0, 0, 40.107 ,29.102,40.484,OFF
2024-09-07 02:13:48, 0, 0, 40.104 ,29.11,40.482,OFF
2024-09-07 02:14:01, 0, 0, 40.102 ,29.11,40.481,OFF
2024-09-07 02:14:15, 0, 0, 40.099 ,29.11,40.48,OFF
2024-09-07 02:14:28, 0, 0, 40.097 ,29.115,40.479,OFF
2024-09-07 02:14:42, 0, 0, 40.094 ,29.118,40.478,OFF
2024-09-07 02:14:55, 0, 0, 40.092 ,29.119,40.476,OFF
2024-09-07 02:15:09, 0, 0, 40.089 ,29.118,40.475,OFF
2024-09-07 02:15:22, 0, 0, 40.086 ,29.121,40.474,OFF
2024-09-07 02:15:36, 0, 0, 40.084 ,29.118,40.473,OFF
2024-09-07 02:15:49, 0, 0, 40.081 ,29.116,40.472,OFF
2024-09-07 02:16:03, 0, 0, 40.079 ,29.114,40.47,OFF
2024-09-07 02:16:16, 0, 0, 40.076 ,29.109,40.469,OFF
2024-09-07 02:16:29, 0, 0, 40.074 ,29.106,40.468,OFF
2024-09-07 02:16:43, 0, 0, 40.071 ,29.105,40.467,OFF
2024-09-07 02:16:56, 0, 0, 40.069 ,29.105,40.465,OFF
2024-09-07 02:17:10, 0, 0, 40.066 ,29.107,40.464,OFF
2024-09-07 02:17:23, 0, 0, 40.064 ,29.11,40.463,OFF
2024-09-07 02:17:37, 0, 0, 40.061 ,29.106,40.462,OFF
2024-09-07 02:17:50, 0, 0, 40.059 ,29.105,40.46,OFF
2024-09-07 02:18:04, 0, 0, 40.056 ,29.107,40.459,OFF
2024-09-07 02:18:17, 0, 0, 40.054 ,29.106,40.458,OFF
2024-09-07 02:18:31, 0, 0, 40.051 ,29.104,40.457,OFF
2024-09-07 02:18:44, 0, 0, 40.049 ,29.105,40.455,OFF
2024-09-07 02:18:58, 0, 0, 40.046 ,29.105,40.454,OFF
2024-09-07 02:19:11, 0, 0, 40.044 ,29.105,40.452,OFF
2024-09-07 02:19:25, 0, 0, 40.042 ,29.101,40.451,OFF
2024-09-07 02:19:38, 0, 0, 40.039 ,29.099,40.45,OFF
2024-09-07 02:19:52, 0, 0, 40.037 ,29.097,40.448,OFF
2024-09-07 02:20:05, 0, 0, 40.034 ,29.093,40.447,OFF
2024-09-07 02:20:18, 0, 0, 40.032 ,29.086,40.446,OFF
2024-09-07 02:20:32, 0, 0, 40.029 ,29.087,40.444,OFF
2024-09-07 02:20:45, 0, 0, 40.027 ,29.088,40.443,OFF
2024-09-07 02:20:59, 0, 0, 40.025 ,29.091,40.442,OFF
2024-09-07 02:21:12, 0, 0, 40.022 ,29.092,40.44,OFF
2024-09-07 02:21:26, 0, 0, 40.02 ,29.092,40.439,OFF
2024-09-07 02:21:39, 0, 0, 40.017 ,29.1,40.438,OFF
2024-09-07 02:21:53, 0, 0, 40.015 ,29.097,40.436,OFF
2024-09-07 02:22:06, 0, 0, 40.013 ,29.099,40.435,OFF
2024-09-07 02:22:20, 0, 0, 40.01 ,29.097,40.434,OFF
2024-09-07 02:22:33, 0, 0, 40.008 ,29.104,40.432,OFF
2024-09-07 02:22:47, 0, 0, 40.006 ,29.107,40.431,OFF
2024-09-07 02:23:00, 0, 0, 40.003 ,29.109,40.429,OFF
2024-09-07 02:23:14, 0, 0, 40.001 ,29.107,40.428,OFF
2024-09-07 02:23:27, 0, 0, 39.999 ,29.104,40.426,OFF
2024-09-07 02:23:41, 0, 0, 39.996 ,29.106,40.425,OFF
2024-09-07 02:23:54, 0, 0, 39.994 ,29.107,40.423,OFF
2024-09-07 02:24:07, 0, 0, 39.992 ,29.11,40.422,OFF
2024-09-07 02:24:21, 0, 0, 39.989 ,29.109,40.421,OFF
2024-09-07 02:24:34, 0, 0, 39.987 ,29.107,40.419,OFF
2024-09-07 02:24:48, 0, 0, 39.985 ,29.112,40.418,OFF
2024-09-07 02:25:01, 0, 0, 39.982 ,29.115,40.416,OFF
2024-09-07 02:25:15, 0, 0, 39.98 ,29.115,40.415,OFF
2024-09-07 02:25:28, 0, 0, 39.978 ,29.115,40.413,OFF
2024-09-07 02:25:42, 0, 0, 39.975 ,29.112,40.412,OFF
2024-09-07 02:25:55, 0, 0, 39.973 ,29.106,40.411,OFF
2024-09-07 02:26:09, 0, 0, 39.971 ,29.106,40.409,OFF
2024-09-07 02:26:22, 0, 0, 39.969 ,29.103,40.408,OFF
2024-09-07 02:26:36, 0, 0, 39.966 ,29.102,40.406,OFF
2024-09-07 02:26:49, 0, 0, 39.964 ,29.109,40.404,OFF
2024-09-07 02:27:03, 0, 0, 39.962 ,29.11,40.403,OFF
2024-09-07 02:27:16, 0, 0, 39.96 ,29.112,40.402,OFF
2024-09-07 02:27:30, 0, 0, 39.957 ,29.113,40.4,OFF
2024-09-07 02:27:43, 0, 0, 39.955 ,29.117,40.399,OFF
2024-09-07 02:27:56, 0, 0, 39.953 ,29.122,40.397,OFF
2024-09-07 02:28:10, 0, 0, 39.951 ,29.125,40.396,OFF
2024-09-07 02:28:23, 0, 0, 39.948 ,29.128,40.394,OFF
2024-09-07 02:28:37, 0, 0, 39.946 ,29.129,40.393,OFF
2024-09-07 02:28:50, 0, 0, 39.944 ,29.127,40.391,OFF
2024-09-07 02:29:04, 0, 0, 39.942 ,29.126,40.39,OFF
2024-09-07 02:29:17, 0, 0, 39.939 ,29.128,40.388,OFF
2024-09-07 02:29:31, 0, 0, 39.937 ,29.13,40.386,OFF
2024-09-07 02:29:44, 0, 0, 39.935 ,29.126,40.385,OFF
2024-09-07 02:29:58, 0, 0, 39.933 ,29.122,40.383,OFF
2024-09-07 02:30:11, 0, 0, 39.931 ,29.117,40.382,OFF
2024-09-07 02:30:25, 0, 0, 39.928 ,29.118,40.38,OFF
2024-09-07 02:30:38, 0, 0, 39.926 ,29.121,40.379,OFF
2024-09-07 02:30:52, 0, 0, 39.924 ,29.12,40.377,OFF
2024-09-07 02:31:05, 0, 0, 39.922 ,29.119,40.376,OFF
2024-09-07 02:31:19, 0, 0, 39.92 ,29.118,40.374,OFF
2024-09-07 02:31:32, 0, 0, 39.918 ,29.118,40.373,OFF
2024-09-07 02:31:45, 0, 0, 39.915 ,29.117,40.371,OFF
2024-09-07 02:31:59, 0, 0, 39.913 ,29.114,40.369,OFF
2024-09-07 02:32:12, 0, 0, 39.911 ,29.113,40.368,OFF
2024-09-07 02:32:26, 0, 0, 39.909 ,29.112,40.366,OFF
2024-09-07 02:32:39, 0, 0, 39.907 ,29.113,40.365,OFF
2024-09-07 02:32:53, 0, 0, 39.904 ,29.114,40.363,OFF
2024-09-07 02:33:06, 0, 0, 39.902 ,29.111,40.362,OFF
2024-09-07 02:33:20, 0, 0, 39.9 ,29.111,40.36,OFF
2024-09-07 02:33:33, 0, 0, 39.898 ,29.11,40.358,OFF
2024-09-07 02:33:47, 0, 0, 39.896 ,29.106,40.357,OFF
2024-09-07 02:34:00, 0, 0, 39.894 ,29.107,40.355,OFF
2024-09-07 02:34:14, 0, 0, 39.892 ,29.107,40.354,OFF
2024-09-07 02:34:27, 0, 0, 39.889 ,29.108,40.352,OFF
2024-09-07 02:34:41, 0, 0, 39.887 ,29.101,40.351,OFF
2024-09-07 02:34:54, 0, 0, 39.885 ,29.103,40.349,OFF
2024-09-07 02:35:08, 0, 0, 39.883 ,29.104,40.348,OFF
2024-09-07 02:35:21, 0, 0, 39.881 ,29.105,40.346,OFF
2024-09-07 02:35:34, 0, 0, 39.879 ,29.1,40.345,OFF
2024-09-07 02:35:48, 0, 0, 39.877 ,29.101,40.343,OFF
2024-09-07 02:36:01, 0, 0, 39.875 ,29.105,40.342,OFF
2024-09-07 02:36:15, 0, 0, 39.872 ,29.108,40.34,OFF
2024-09-07 02:36:28, 0, 0, 39.87 ,29.106,40.339,OFF
2024-09-07 02:36:42, 0, 0, 39.868 ,29.112,40.337,OFF
2024-09-07 02:36:55, 0, 0, 39.866 ,29.116,40.335,OFF
2024-09-07 02:37:09, 0, 0, 39.864 ,29.12,40.334,OFF
2024-09-07 02:37:22, 0, 0, 39.862 ,29.129,40.333,OFF
2024-09-07 02:37:36, 0, 0, 39.86 ,29.121,40.331,OFF
2024-09-07 02:37:49, 0, 0, 39.858 ,29.128,40.33,OFF
2024-09-07 02:38:03, 0, 0, 39.856 ,29.13,40.328,OFF
2024-09-07 02:38:16, 0, 0, 39.854 ,29.134,40.326,OFF
2024-09-07 02:38:30, 0, 0, 39.851 ,29.135,40.325,OFF
2024-09-07 02:38:43, 0, 0, 39.849 ,29.136,40.323,OFF
2024-09-07 02:38:57, 0, 0, 39.847 ,29.133,40.322,OFF
2024-09-07 02:39:10, 0, 0, 39.845 ,29.134,40.32,OFF
2024-09-07 02:39:23, 0, 0, 39.843 ,29.133,40.319,OFF
2024-09-07 02:39:37, 0, 0, 39.841 ,29.133,40.317,OFF
2024-09-07 02:39:50, 0, 0, 39.839 ,29.135,40.316,OFF
2024-09-07 02:40:04, 0, 0, 39.837 ,29.134,40.314,OFF
2024-09-07 02:40:17, 0, 0, 39.835 ,29.13,40.312,OFF
2024-09-07 02:40:31, 0, 0, 39.833 ,29.134,40.311,OFF
2024-09-07 02:40:44, 0, 0, 39.831 ,29.136,40.309,OFF
2024-09-07 02:40:58, 0, 0, 39.829 ,29.14,40.308,OFF
2024-09-07 02:41:11, 0, 0, 39.827 ,29.142,40.306,OFF
2024-09-07 02:41:25, 0, 0, 39.825 ,29.141,40.304,OFF
2024-09-07 02:41:38, 0, 0, 39.823 ,29.14,40.303,OFF
2024-09-07 02:41:52, 0, 0, 39.821 ,29.137,40.301,OFF
2024-09-07 02:42:05, 0, 0, 39.819 ,29.136,40.3,OFF
2024-09-07 02:42:19, 0, 0, 39.817 ,29.134,40.298,OFF
2024-09-07 02:42:32, 0, 0, 39.815 ,29.13,40.296,OFF
2024-09-07 02:42:46, 0, 0, 39.813 ,29.129,40.295,OFF
2024-09-07 02:42:59, 0, 0, 39.811 ,29.135,40.293,OFF
2024-09-07 02:43:12, 0, 0, 39.809 ,29.132,40.291,OFF
2024-09-07 02:43:26, 0, 0, 39.807 ,29.136,40.29,OFF
2024-09-07 02:43:39, 0, 0, 39.805 ,29.132,40.288,OFF
2024-09-07 02:43:53, 0, 0, 39.803 ,29.131,40.287,OFF
2024-09-07 02:44:06, 0, 0, 39.801 ,29.131,40.285,OFF
2024-09-07 02:44:20, 0, 0, 39.799 ,29.129,40.283,OFF
2024-09-07 02:44:33, 0, 0, 39.797 ,29.13,40.282,OFF
2024-09-07 02:44:47, 0, 0, 39.795 ,29.128,40.28,OFF
2024-09-07 02:45:00, 0, 0, 39.793 ,29.124,40.278,OFF
2024-09-07 02:45:14, 0, 0, 39.791 ,29.125,40.277,OFF
2024-09-07 02:45:27, 0, 0, 39.789 ,29.125,40.275,OFF
2024-09-07 02:45:41, 0, 0, 39.787 ,29.128,40.273,OFF
2024-09-07 02:45:54, 0, 0, 39.785 ,29.127,40.272,OFF
2024-09-07 02:46:08, 0, 0, 39.783 ,29.125,40.27,OFF
2024-09-07 02:46:21, 0, 0, 39.781 ,29.128,40.269,OFF
2024-09-07 02:46:35, 0, 0, 39.779 ,29.127,40.267,OFF
2024-09-07 02:46:48, 0, 0, 39.777 ,29.125,40.265,OFF
2024-09-07 02:47:02, 0, 0, 39.775 ,29.127,40.264,OFF
2024-09-07 02:47:15, 0, 0, 39.773 ,29.125,40.262,OFF
2024-09-07 02:47:28, 0, 0, 39.771 ,29.126,40.26,OFF
2024-09-07 02:47:42, 0, 0, 39.769 ,29.124,40.259,OFF
2024-09-07 02:47:55, 0, 0, 39.767 ,29.121,40.257,OFF
2024-09-07 02:48:09, 0, 0, 39.765 ,29.12,40.255,OFF
2024-09-07 02:48:22, 0, 0, 39.763 ,29.111,40.254,OFF
2024-09-07 02:48:36, 0, 0, 39.761 ,29.114,40.252,OFF
2024-09-07 02:48:49, 0, 0, 39.759 ,29.111,40.25,OFF
2024-09-07 02:49:03, 0, 0, 39.757 ,29.106,40.249,OFF
2024-09-07 02:49:16, 0, 0, 39.755 ,29.106,40.247,OFF
2024-09-07 02:49:30, 0, 0, 39.753 ,29.105,40.245,OFF
2024-09-07 02:49:43, 0, 0, 39.751 ,29.103,40.244,OFF
2024-09-07 02:49:57, 0, 0, 39.749 ,29.102,40.242,OFF
2024-09-07 02:50:10, 0, 0, 39.747 ,29.102,40.241,OFF
2024-09-07 02:50:24, 0, 0, 39.745 ,29.1,40.239,OFF
2024-09-07 02:50:37, 0, 0, 39.743 ,29.105,40.237,OFF
2024-09-07 02:50:51, 0, 0, 39.741 ,29.108,40.236,OFF
2024-09-07 02:51:04, 0, 0, 39.739 ,29.111,40.234,OFF
2024-09-07 02:51:17, 0, 0, 39.737 ,29.108,40.233,OFF
2024-09-07 02:51:31, 0, 0, 39.736 ,29.11,40.231,OFF
2024-09-07 02:51:44, 0, 0, 39.734 ,29.112,40.229,OFF
2024-09-07 02:51:58, 0, 0, 39.732 ,29.113,40.228,OFF
2024-09-07 02:52:11, 0, 0, 39.73 ,29.115,40.226,OFF
2024-09-07 02:52:25, 0, 0, 39.728 ,29.111,40.225,OFF
2024-09-07 02:52:38, 0, 0, 39.726 ,29.106,40.223,OFF
2024-09-07 02:52:52, 0, 0, 39.724 ,29.105,40.221,OFF
2024-09-07 02:53:05, 0, 0, 39.722 ,29.106,40.22,OFF
2024-09-07 02:53:19, 0, 0, 39.72 ,29.105,40.218,OFF
2024-09-07 02:53:32, 0, 0, 39.718 ,29.11,40.216,OFF
2024-09-07 02:53:46, 0, 0, 39.716 ,29.102,40.215,OFF
2024-09-07 02:53:59, 0, 0, 39.714 ,29.102,40.213,OFF
2024-09-07 02:54:13, 0, 0, 39.713 ,29.086,40.212,OFF
2024-09-07 02:54:26, 0, 0, 39.711 ,29.087,40.21,OFF
2024-09-07 02:54:40, 0, 0, 39.709 ,29.089,40.208,OFF
2024-09-07 02:54:53, 0, 0, 39.707 ,29.091,40.207,OFF
2024-09-07 02:55:06, 0, 0, 39.705 ,29.098,40.205,OFF
2024-09-07 02:55:20, 0, 0, 39.703 ,29.104,40.203,OFF
2024-09-07 02:55:33, 0, 0, 39.701 ,29.097,40.202,OFF
2024-09-07 02:55:47, 0, 0, 39.699 ,29.101,40.2,OFF
2024-09-07 02:56:00, 0, 0, 39.697 ,29.103,40.199,OFF
2024-09-07 02:56:14, 0, 0, 39.696 ,29.101,40.197,OFF
2024-09-07 02:56:27, 0, 0, 39.694 ,29.099,40.195,OFF
2024-09-07 02:56:41, 0, 0, 39.692 ,29.097,40.194,OFF
2024-09-07 02:56:54, 0, 0, 39.69 ,29.097,40.192,OFF
2024-09-07 02:57:08, 0, 0, 39.688 ,29.087,40.191,OFF
2024-09-07 02:57:21, 0, 0, 39.686 ,29.091,40.189,OFF
2024-09-07 02:57:35, 0, 0, 39.684 ,29.094,40.187,OFF
2024-09-07 02:57:48, 0, 0, 39.682 ,29.097,40.186,OFF
2024-09-07 02:58:02, 0, 0, 39.68 ,29.099,40.184,OFF
2024-09-07 02:58:15, 0, 0, 39.678 ,29.101,40.183,OFF
2024-09-07 02:58:29, 0, 0, 39.677 ,29.104,40.181,OFF
2024-09-07 02:58:42, 0, 0, 39.675 ,29.104,40.179,OFF
2024-09-07 02:58:55, 0, 0, 39.673 ,29.099,40.178,OFF
2024-09-07 02:59:09, 0, 0, 39.671 ,29.096,40.176,OFF
2024-09-07 02:59:22, 0, 0, 39.669 ,29.098,40.175,OFF
2024-09-07 02:59:36, 0, 0, 39.667 ,29.096,40.173,OFF
2024-09-07 02:59:49, 0, 0, 39.665 ,29.096,40.172,OFF
2024-09-07 03:00:03, 0, 0, 39.664 ,29.093,40.17,OFF
2024-09-07 03:00:16, 0, 0, 39.662 ,29.095,40.169,OFF
2024-09-07 03:00:30, 0, 0, 39.66 ,29.092,40.167,OFF
2024-09-07 03:00:43, 0, 0, 39.658 ,29.094,40.165,OFF
2024-09-07 03:00:57, 0, 0, 39.656 ,29.084,40.164,OFF
2024-09-07 03:01:10, 0, 0, 39.654 ,29.085,40.162,OFF
2024-09-07 03:01:24, 0, 0, 39.653 ,29.091,40.161,OFF
2024-09-07 03:01:37, 0, 0, 39.651 ,29.09,40.159,OFF
2024-09-07 03:01:51, 0, 0, 39.649 ,29.091,40.158,OFF
2024-09-07 03:02:04, 0, 0, 39.647 ,29.092,40.156,OFF
2024-09-07 03:02:18, 0, 0, 39.645 ,29.097,40.155,OFF
2024-09-07 03:02:31, 0, 0, 39.643 ,29.101,40.153,OFF
2024-09-07 03:02:44, 0, 0, 39.641 ,29.101,40.151,OFF
2024-09-07 03:02:58, 0, 0, 39.64 ,29.102,40.15,OFF
2024-09-07 03:03:11, 0, 0, 39.638 ,29.105,40.148,OFF
2024-09-07 03:03:25, 0, 0, 39.636 ,29.107,40.147,OFF
2024-09-07 03:03:38, 0, 0, 39.634 ,29.111,40.145,OFF
2024-09-07 03:03:52, 0, 0, 39.632 ,29.112,40.144,OFF
2024-09-07 03:04:05, 0, 0, 39.631 ,29.112,40.142,OFF
2024-09-07 03:04:19, 0, 0, 39.629 ,29.107,40.141,OFF
2024-09-07 03:04:32, 0, 0, 39.627 ,29.107,40.139,OFF
2024-09-07 03:04:46, 0, 0, 39.625 ,29.1,40.138,OFF
2024-09-07 03:04:59, 0, 0, 39.623 ,29.099,40.136,OFF
2024-09-07 03:05:13, 0, 0, 39.622 ,29.103,40.135,OFF
2024-09-07 03:05:26, 0, 0, 39.62 ,29.104,40.133,OFF
2024-09-07 03:05:40, 0, 0, 39.618 ,29.104,40.132,OFF
2024-09-07 03:05:53, 0, 0, 39.616 ,29.103,40.13,OFF
2024-09-07 03:06:07, 0, 0, 39.614 ,29.106,40.129,OFF
2024-09-07 03:06:20, 0, 0, 39.613 ,29.109,40.127,OFF
2024-09-07 03:06:33, 0, 0, 39.611 ,29.105,40.125,OFF
2024-09-07 03:06:47, 0, 0, 39.609 ,29.099,40.124,OFF
2024-09-07 03:07:00, 0, 0, 39.607 ,29.095,40.122,OFF
2024-09-07 03:07:14, 0, 0, 39.605 ,29.097,40.121,OFF
2024-09-07 03:07:27, 0, 0, 39.603 ,29.101,40.119,OFF
2024-09-07 03:07:41, 0, 0, 39.602 ,29.1,40.118,OFF
2024-09-07 03:07:54, 0, 0, 39.6 ,29.101,40.116,OFF
2024-09-07 03:08:08, 0, 0, 39.598 ,29.102,40.115,OFF
2024-09-07 03:08:21, 0, 0, 39.596 ,29.101,40.113,OFF
2024-09-07 03:08:35, 0, 0, 39.595 ,29.101,40.112,OFF
2024-09-07 03:08:48, 0, 0, 39.593 ,29.104,40.11,OFF
2024-09-07 03:09:02, 0, 0, 39.591 ,29.105,40.109,OFF
2024-09-07 03:09:15, 0, 0, 39.589 ,29.101,40.107,OFF
2024-09-07 03:09:29, 0, 0, 39.587 ,29.105,40.106,OFF
2024-09-07 03:09:42, 0, 0, 39.586 ,29.11,40.104,OFF
2024-09-07 03:09:56, 0, 0, 39.584 ,29.115,40.103,OFF
2024-09-07 03:10:09, 0, 0, 39.582 ,29.117,40.101,OFF
2024-09-07 03:10:22, 0, 0, 39.58 ,29.115,40.1,OFF
2024-09-07 03:10:36, 0, 0, 39.579 ,29.111,40.098,OFF
2024-09-07 03:10:49, 0, 0, 39.577 ,29.112,40.097,OFF
2024-09-07 03:11:03, 0, 0, 39.575 ,29.112,40.095,OFF
2024-09-07 03:11:16, 0, 0, 39.573 ,29.109,40.094,OFF
2024-09-07 03:11:30, 0, 0, 39.572 ,29.11,40.092,OFF
2024-09-07 03:11:43, 0, 0, 39.57 ,29.107,40.091,OFF
2024-09-07 03:11:57, 0, 0, 39.568 ,29.105,40.089,OFF
2024-09-07 03:12:10, 0, 0, 39.566 ,29.104,40.088,OFF
2024-09-07 03:12:24, 0, 0, 39.565 ,29.108,40.086,OFF
2024-09-07 03:12:37, 0, 0, 39.563 ,29.11,40.085,OFF
2024-09-07 03:12:51, 0, 0, 39.561 ,29.117,40.083,OFF
2024-09-07 03:13:04, 0, 0, 39.559 ,29.121,40.082,OFF
2024-09-07 03:13:18, 0, 0, 39.558 ,29.121,40.08,OFF
2024-09-07 03:13:31, 0, 0, 39.556 ,29.121,40.079,OFF
2024-09-07 03:13:45, 0, 0, 39.554 ,29.12,40.077,OFF
2024-09-07 03:13:58, 0, 0, 39.552 ,29.12,40.076,OFF
2024-09-07 03:14:11, 0, 0, 39.551 ,29.121,40.074,OFF
2024-09-07 03:14:25, 0, 0, 39.549 ,29.119,40.073,OFF
2024-09-07 03:14:38, 0, 0, 39.547 ,29.117,40.071,OFF
2024-09-07 03:14:52, 0, 0, 39.546 ,29.115,40.07,OFF
2024-09-07 03:15:05, 0, 0, 39.544 ,29.116,40.068,OFF
2024-09-07 03:15:19, 0, 0, 39.542 ,29.107,40.067,OFF
2024-09-07 03:15:32, 0, 0, 39.54 ,29.109,40.065,OFF
2024-09-07 03:15:46, 0, 0, 39.539 ,29.111,40.064,OFF
2024-09-07 03:15:59, 0, 0, 39.537 ,29.112,40.063,OFF
2024-09-07 03:16:13, 0, 0, 39.535 ,29.115,40.061,OFF
2024-09-07 03:16:26, 0, 0, 39.534 ,29.114,40.059,OFF
2024-09-07 03:16:40, 0, 0, 39.532 ,29.111,40.058,OFF
2024-09-07 03:16:53, 0, 0, 39.53 ,29.11,40.057,OFF
2024-09-07 03:17:07, 0, 0, 39.528 ,29.11,40.055,OFF
2024-09-07 03:17:20, 0, 0, 39.527 ,29.108,40.054,OFF
2024-09-07 03:17:34, 0, 0, 39.525 ,29.106,40.052,OFF
2024-09-07 03:17:47, 0, 0, 39.523 ,29.107,40.051,OFF
2024-09-07 03:18:00, 0, 0, 39.522 ,29.109,40.049,OFF
2024-09-07 03:18:14, 0, 0, 39.52 ,29.107,40.048,OFF
2024-09-07 03:18:27, 0, 0, 39.518 ,29.106,40.046,OFF
2024-09-07 03:18:41, 0, 0, 39.516 ,29.105,40.045,OFF
2024-09-07 03:18:54, 0, 0, 39.515 ,29.108,40.044,OFF
2024-09-07 03:19:08, 0, 0, 39.513 ,29.109,40.042,OFF
2024-09-07 03:19:21, 0, 0, 39.511 ,29.109,40.041,OFF
2024-09-07 03:19:35, 0, 0, 39.51 ,29.105,40.039,OFF
2024-09-07 03:19:48, 0, 0, 39.508 ,29.101,40.038,OFF
2024-09-07 03:20:02, 0, 0, 39.506 ,29.105,40.036,OFF
2024-09-07 03:20:15, 0, 0, 39.505 ,29.108,40.035,OFF
2024-09-07 03:20:29, 0, 0, 39.503 ,29.107,40.033,OFF
2024-09-07 03:20:42, 0, 0, 39.501 ,29.108,40.032,OFF
2024-09-07 03:20:56, 0, 0, 39.5 ,29.11,40.03,OFF
2024-09-07 03:21:09, 0, 0, 39.498 ,29.122,40.029,OFF
2024-09-07 03:21:23, 0, 0, 39.569 ,29.113,40.028,ON
2024-09-07 03:21:37, 0, 0, 39.741 ,29.116,40.026,ON
2024-09-07 03:21:50, 0, 0, 39.929 ,29.12,40.025,ON
2024-09-07 03:22:04, 0, 0, 40.119 ,29.122,40.026,ON
2024-09-07 03:22:17, 0, 0, 40.309 ,29.118,40.027,ON
2024-09-07 03:22:31, 0, 0, 40.497 ,29.113,40.03,ON
2024-09-07 03:22:44, 0, 0, 40.683 ,29.11,40.034,ON
2024-09-07 03:22:58, 0, 0, 40.802 ,29.108,40.041,OFF
2024-09-07 03:23:12, 0, 0, 40.812 ,29.109,40.05,OFF
2024-09-07 03:23:26, 0, 0, 40.805 ,29.105,40.061,OFF
2024-09-07 03:23:40, 0, 0, 40.796 ,29.107,40.073,OFF
2024-09-07 03:23:55, 0, 0, 40.786 ,29.106,40.085,OFF
2024-09-07 03:24:09, 0, 0, 40.778 ,29.11,40.099,OFF
2024-09-07 03:24:23, 0, 0, 40.77 ,29.111,40.112,OFF
2024-09-07 03:24:37, 0, 0, 40.764 ,29.116,40.125,OFF
2024-09-07 03:24:51, 0, 0, 40.758 ,29.115,40.138,OFF
2024-09-07 03:25:05, 0, 0, 40.753 ,29.111,40.151,OFF
2024-09-07 03:25:19, 0, 0, 40.748 ,29.108,40.164,OFF
2024-09-07 03:25:33, 0, 0, 40.743 ,29.109,40.176,OFF
2024-09-07 03:25:48, 0, 0, 40.739 ,29.11,40.188,OFF
2024-09-07 03:26:02, 0, 0, 40.735 ,29.109,40.199,OFF
2024-09-07 03:26:16, 0, 0, 40.731 ,29.11,40.21,OFF
2024-09-07 03:26:30, 0, 0, 40.727 ,29.111,40.221,OFF
2024-09-07 03:26:44, 0, 0, 40.723 ,29.113,40.231,OFF
2024-09-07 03:26:58, 0, 0, 40.719 ,29.111,40.241,OFF
2024-09-07 03:27:12, 0, 0, 40.716 ,29.111,40.25,OFF
2024-09-07 03:27:26, 0, 0, 40.712 ,29.11,40.259,OFF
2024-09-07 03:27:41, 0, 0, 40.708 ,29.107,40.268,OFF
2024-09-07 03:27:55, 0, 0, 40.704 ,29.107,40.276,OFF
2024-09-07 03:28:09, 0, 0, 40.7 ,29.11,40.284,OFF
2024-09-07 03:28:23, 0, 0, 40.696 ,29.109,40.292,OFF
2024-09-07 03:28:37, 0, 0, 40.692 ,29.109,40.3,OFF
2024-09-07 03:28:51, 0, 0, 40.688 ,29.113,40.307,OFF
